大标题,文章标题,分类,作者,文章地址,,,,,,
r2,你们有没有过被零食饮料包装上赠送的 QB、游戏装备、VIP 会员等内容吸引而买的经历，它们都赠的什么？？（附： MMS 巧克力豆送优酷会员 14 天 各大超市有售,分享发现,Hazgut,https://www.v2ex.com/t/405958#reply7,,,,,,
r2,郑州 GDG DevFest 2017 活动开始报名啦！,郑州,inferjay,https://www.v2ex.com/t/405933#reply6,,,,,,
r2,联通新日租卡申请踩坑,问与答,lusheldon,https://www.v2ex.com/t/405939#reply6,,,,,,
r2,一加 5 运行 Lineage OS 是否真正流畅？,Android,DoraJDJ,https://www.v2ex.com/t/405954#reply4,,,,,,
r2,印象笔记 2018 年月历,Evernote,congcong0806,https://www.v2ex.com/t/405937#reply0,,,,,,
r2,请问椭圆机是否能长期被阳光直射？,健身,depress,https://www.v2ex.com/t/405957#reply2,,,,,,
r2,阿里云国际版新手礼券不是一定会给的？,全球工单系统,oldgun,https://www.v2ex.com/t/405961#reply2,,,,,,
r2,这里有目前 macOS 系统版本的分布，你用的是？,程序员,quietjosen,https://www.v2ex.com/t/405964#reply2,,,,,,
r2,有什么办法使 Github.io 支持两个以上外部域名的 DNS 跳转,程序员,chenyu8674,https://www.v2ex.com/t/405953#reply1,,,,,,
r2,震惊！王者荣耀手残选手疯狂逆袭的原因竟然是…,囧,hackerwgf,https://www.v2ex.com/t/405965#reply4,,,,,,
r2,"除了[罗辑思维], 还有哪些节奏紧凑且内容丰富的播客?",问与答,LxExExl,https://www.v2ex.com/t/405968#reply1,,,,,,
r2,Android 开发技术周报 Issue#154,Android,inferjay,https://www.v2ex.com/t/405948#reply0,,,,,,
r2,现在移动宽带玩 PS4/XBOX 反而是最好？,宽带症候群,dychenyi,https://www.v2ex.com/t/405969#reply0,,,,,,
r2,"最近闲了, 免费翻译以太坊的英文文档, 有需要的可以留言",分享创造,adkudao,https://www.v2ex.com/t/405972#reply0,,,,,,
r2,我花了一天，做了一款和「百度」比肩的 OCR 图片识字工具 iText,分享创造,quietjosen,https://www.v2ex.com/t/405827#reply55,,,,,,
r2,为什么 有人会说 Java 是垃圾的语言,Java,AlphaIce,https://www.v2ex.com/t/405828#reply82,,,,,,
r2,家庭装修，水电线路需要做备份吗？,问与答,gdtv,https://www.v2ex.com/t/405849#reply62,,,,,,
r2,自己搭建的网站，怎么提高点击率。,Python,addsionhuey,https://www.v2ex.com/t/405832#reply32,,,,,,
r2,我就想知道，有多少人因为看不懂淘宝的双十一规则选择不买了？,问与答,z62381968,https://www.v2ex.com/t/405843#reply52,,,,,,
r2,在咸鱼上出售虚拟币 中招了,问与答,samlee123,https://www.v2ex.com/t/405840#reply27,,,,,,
r2,2017 年黑色星期五海淘最全攻略,分享发现,bbboy14,https://www.v2ex.com/t/405879#reply7,,,,,,
r2,有没有可以根据地点提示的待办事项的软件?,Android,woshichuanqilz,https://www.v2ex.com/t/405894#reply19,,,,,,
r2,公务员+程序员=年薪 40 万,程序员,CloudnuY,https://www.v2ex.com/t/405858#reply39,,,,,,
r2,昨天在狗东买了一大批书，才 145，真赤??,分享发现,ChenSir,https://www.v2ex.com/t/405853#reply23,,,,,,
r2,iPhone 充电器通用吗,Apple,thomaswang,https://www.v2ex.com/t/405873#reply24,,,,,,
r2,新型 iMessage 垃圾短信，还无法举报,Apple,OscarUsingChen,https://www.v2ex.com/t/405826#reply17,,,,,,
r2,有什么免费的 Linux 服务器安全软件推荐?,问与答,Dullsir,https://www.v2ex.com/t/405850#reply6,,,,,,
r2,手游吃鸡，这体验能玩？,游戏,ddddup,https://www.v2ex.com/t/405927#reply18,,,,,,
r2,联通异地如何办理互联网套餐？,问与答,openSUSE,https://www.v2ex.com/t/405895#reply13,,,,,,
r2,怎么克隆一个 centos 系统？包括一些生产用的编译文件等 200g，系统设置等,问与答,xingwing,https://www.v2ex.com/t/405841#reply12,,,,,,
r2,vps 看来是没救了，打算买个新的。请问买了新的还能绑定以前的域名吗？,宽带症候群,metorm,https://www.v2ex.com/t/405860#reply9,,,,,,
r2,[求助] Windows 平台显示器怎么选？,问与答,lgpqdwjh,https://www.v2ex.com/t/405916#reply12,,,,,,
r2,参与小米双十一定金膨胀金优惠购买 20 寸箱子，不能退差价。。。。。,程序员,kaka8wp,https://www.v2ex.com/t/405867#reply14,,,,,,
r2,同年限的 PHP 和 Java 谁工资高啊？那个发展好点？,问与答,babayao,https://www.v2ex.com/t/405868#reply12,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,https://www.v2ex.com/t/405790#reply2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,https://www.v2ex.com/t/405073#reply0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
